id,name,salary,Increased_Salary
92132,Laura Degnan,921320000,1013452000.0000001
92133,Spencer Spencer,921330000,1013463000.0000001
92134,John Mann,921340000,1013474000.0000001
92135,George Cohen,921350000,1013485000.0000001
92136,Christine Crisci,921360000,1013496000.0000001
92137,Deedra Fischer,921370000,1013507000.0000001
92138,Brent Gragg,921380000,1013518000.0000001
92139,Joseph Madden,921390000,1013529000.0000001
92140,Marie Upton,921400000,1013540000.0000001
92141,Pamela Sparks,921410000,1013551000.0000001
92142,Toby Weisgarber,921420000,1013562000.0000001
92143,David Arnold,921430000,1013573000.0000001
92144,Claudia Penney,921440000,1013584000.0000001
92145,Mark Gonzalez,921450000,1013595000.0000001
92146,Gary Colten,921460000,1013606000.0000001
92147,Allen Berg,921470000,1013617000.0000001
92148,Kimberly Burns,921480000,1013628000.0000001
92149,Elizabeth Shaw,921490000,1013639000.0000001
92150,Omer Sims,921500000,1013650000.0000001
92151,Delphia Hendrickson,921510000,1013661000.0000001
92152,Ruby Acosta,921520000,1013672000.0000001
92153,Lois Castle,921530000,1013683000.0000001
92154,Lavonda Mcanally,921540000,1013694000.0000001
92155,Alan Lucero,921550000,1013705000.0000001
92156,Alice Finn,921560000,1013716000.0000001
92157,Margaret Smith,921570000,1013727000.0000001
92158,David Orlando,921580000,1013738000.0000001
92159,Mitchell Cary,921590000,1013749000.0000001
92160,James Davies,921600000,1013760000.0000001
92161,Sophia Bostick,921610000,1013771000.0000001
92162,Vera Potter,921620000,1013782000.0000001
92163,Eric Carey,921630000,1013793000.0000001
92164,Walter Reed,921640000,1013804000.0000001
92165,Alina Lehman,921650000,1013815000.0000001
92166,Suellen Redmon,921660000,1013826000.0000001
92167,Luvenia Burks,921670000,1013837000.0000001
92168,Raymond Outman,921680000,1013848000.0000001
92169,Patricia Johns,921690000,1013859000.0000001
92170,Valerie Woodward,921700000,1013870000.0000001
92171,Hilda Juarez,921710000,1013881000.0000001
92172,Jeff Bowman,921720000,1013892000.0000001
92173,Amy Chapman,921730000,1013903000.0000001
92174,Lorenzo Nolazco,921740000,1013914000.0000001
92175,Alice Rogan,921750000,1013925000.0000001
92176,Susan Duckett,921760000,1013936000.0000001
92177,Deon Perez,921770000,1013947000.0000001
92178,Daphne Orser,921780000,1013958000.0000001
92179,James Oman,921790000,1013969000.0000001
92180,Michael Mitchum,921800000,1013980000.0000001
92181,Rene Murphy,921810000,1013991000.0000001
92182,Rhonda Lowery,921820000,1014002000.0000001
92183,Maxine Banks,921830000,1014013000.0000001
92184,Constance Madigan,921840000,1014024000.0000001
92185,Kenneth Inglis,921850000,1014035000.0000001
92186,Claudia Carranza,921860000,1014046000.0000001
92187,Tyler Huff,921870000,1014057000.0000001
92188,William Perez,921880000,1014068000.0000001
92189,Thomas Cinotti,921890000,1014079000.0000001
92190,Sherry Wolfe,921900000,1014090000.0000001
92191,Patrick Mentgen,921910000,1014101000.0000001
92192,Barbara Munn,921920000,1014112000.0000001
92193,Jose Sweeney,921930000,1014123000.0000001
92194,Maximina Fernandez,921940000,1014134000.0000001
92195,Johnny Turner,921950000,1014145000.0000001
92196,Gary Couts,921960000,1014156000.0000001
92197,Kathy Callahan,921970000,1014167000.0000001
92198,Lillian Jarvis,921980000,1014178000.0000001
92199,Amy Swanston,921990000,1014189000.0000001
92200,Eric Lakey,922000000,1014200000.0000001
92201,Paul Little,922010000,1014211000.0000001
92202,Mildred Cobbley,922020000,1014222000.0000001
92203,Christa Meyers,922030000,1014233000.0000001
92204,Edward Mellott,922040000,1014244000.0000001
92205,Kyle Montoya,922050000,1014255000.0000001
92206,Thurman Beck,922060000,1014266000.0000001
92207,Mike Villagomez,922070000,1014277000.0000001
92208,James Havercroft,922080000,1014288000.0000001
92209,Linda Womack,922090000,1014299000.0000001
92210,Marjorie Jones,922100000,1014310000.0000001
92211,Mark Ollendick,922110000,1014321000.0000001
92212,Chris Dodd,922120000,1014332000.0000001
92213,Genie Pryor,922130000,1014343000.0000001
92214,Albert Gonzales,922140000,1014354000.0000001
92215,Margaret Buckley,922150000,1014365000.0000001
92216,Warren Markovich,922160000,1014376000.0000001
92217,Russell Pratt,922170000,1014387000.0000001
92218,Clifton Pretti,922180000,1014398000.0000001
92219,Robert Appel,922190000,1014409000.0000001
92220,Odell Mackiewicz,922200000,1014420000.0000001
92221,Robert Morin,922210000,1014431000.0000001
92222,Ellen Jeffers,922220000,1014442000.0000001
92223,Thomas Kim,922230000,1014453000.0000001
92224,Joseph Mefford,922240000,1014464000.0000001
92225,Lisa Wyckoff,922250000,1014475000.0000001
92226,Sandra Stones,922260000,1014486000.0000001
92227,Helen Crouch,922270000,1014497000.0000001
92228,Kristin Crawford,922280000,1014508000.0000001
92229,Martha Parton,922290000,1014519000.0000001
92230,Ruby Salomone,922300000,1014530000.0000001
92231,John Delaurentis,922310000,1014541000.0000001
92232,Eugene Saunders,922320000,1014552000.0000001
92233,Michael Mcfarland,922330000,1014563000.0000001
92234,Alex Abreu,922340000,1014574000.0000001
92235,Maryann Ellis,922350000,1014585000.0000001
92236,Wiley Johnson,922360000,1014596000.0000001
92237,Maria Demark,922370000,1014607000.0000001
92238,Terrance Saleha,922380000,1014618000.0000001
92239,Edward Downer,922390000,1014629000.0000001
92240,Amelia Torres,922400000,1014640000.0000001
92241,Walter Harrison,922410000,1014651000.0000001
92242,Albert Hale,922420000,1014662000.0000001
92243,Daniel Carter,922430000,1014673000.0000001
92244,Cheryl Gonzales,922440000,1014684000.0000001
92245,Lucille Schoch,922450000,1014695000.0000001
92246,Donald Young,922460000,1014706000.0000001
92247,Micheal Mcquade,922470000,1014717000.0000001
92248,Mark Hawes,922480000,1014728000.0000001
92249,Jim Barth,922490000,1014739000.0000001
92250,Bonnie Dutton,922500000,1014750000.0000001
92251,Katie Murray,922510000,1014761000.0000001
92252,Max Kilbane,922520000,1014772000.0000001
92253,Monique Hovis,922530000,1014783000.0000001
92254,Rick Holbrook,922540000,1014794000.0000001
92255,Trevor Presley,922550000,1014805000.0000001
92256,Erika Lacey,922560000,1014816000.0000001
92257,Nicole Rooks,922570000,1014827000.0000001
92258,Flora Davis,922580000,1014838000.0000001
92259,Lisa Lucero,922590000,1014849000.0000001
92260,Robbie Booker,922600000,1014860000.0000001
92261,Marcella Fitzpatrick,922610000,1014871000.0000001
92262,Irma Hales,922620000,1014882000.0000001
92263,Rebecca Mestad,922630000,1014893000.0000001
92264,Betty Johnson,922640000,1014904000.0000001
92265,Hazel Hendrix,922650000,1014915000.0000001
92266,Paula Call,922660000,1014926000.0000001
92267,Doris Rish,922670000,1014937000.0000001
92268,Charles Beck,922680000,1014948000.0000001
92269,Steven Smith,922690000,1014959000.0000001
92270,Marsha Lowe,922700000,1014970000.0000001
92271,Lori Ibrahim,922710000,1014981000.0000001
92272,Darryl Numbers,922720000,1014992000.0000001
92273,Barry Cooke,922730000,1015003000.0000001
92274,Christine Shutt,922740000,1015014000.0000001
92275,Roy Jamison,922750000,1015025000.0000001
92276,Mike Franco,922760000,1015036000.0000001
92277,Jeanne Higgins,922770000,1015047000.0000001
92278,Dominique Brown,922780000,1015058000.0000001
92279,Anthony Munson,922790000,1015069000.0000001
92280,Theodore Fuller,922800000,1015080000.0000001
92281,Hector Pendergrass,922810000,1015091000.0000001
92282,Juan Nielsen,922820000,1015102000.0000001
92283,Micheal Hampton,922830000,1015113000.0000001
92284,Sandra Gustavson,922840000,1015124000.0000001
92285,Stephanie Castano,922850000,1015135000.0000001
92286,Arnold Dixon,922860000,1015146000.0000001
92287,Raymond Desotel,922870000,1015157000.0000001
92288,Myles Wilson,922880000,1015168000.0000001
92289,Monique Perkins,922890000,1015179000.0000001
92290,Rochel Williams,922900000,1015190000.0000001
92291,Brenda Collins,922910000,1015201000.0000001
92292,Lindsay Czech,922920000,1015212000.0000001
92293,Michael Pothoven,922930000,1015223000.0000001
92294,Andrew Bane,922940000,1015234000.0000001
92295,Jeffrey Goodale,922950000,1015245000.0000001
92296,Darcy Eury,922960000,1015256000.0000001
92297,Jennifer Hughes,922970000,1015267000.0000001
92298,Marc Varga,922980000,1015278000.0000001
92299,Tamika Gros,922990000,1015289000.0000001
92300,William Beck,923000000,1015300000.0000001
92301,Patrick Bishop,923010000,1015311000.0000001
92302,Dorothy Hunter,923020000,1015322000.0000001
92303,Nicole Miller,923030000,1015333000.0000001
92304,Tim Arroyo,923040000,1015344000.0000001
92305,Matthew Sankey,923050000,1015355000.0000001
92306,Laura Meadows,923060000,1015366000.0000001
92307,Jimmie Carson,923070000,1015377000.0000001
92308,Herman Pierson,923080000,1015388000.0000001
92309,Carmen Powell,923090000,1015399000.0000001
92310,Susan Rodriguez,923100000,1015410000.0000001
92311,Karen Moore,923110000,1015421000.0000001
92312,Norman Turner,923120000,1015432000.0000001
92313,Mildred Refazo,923130000,1015443000.0000001
92314,Kelsey Grayson,923140000,1015454000.0000001
92315,Sally Koenig,923150000,1015465000.0000001
92316,Derek Clemons,923160000,1015476000.0000001
92317,Gregory Joyce,923170000,1015487000.0000001
92318,Stephanie Morreale,923180000,1015498000.0000001
92319,Beatrice Rhodes,923190000,1015509000.0000001
92320,Catherine Reyna,923200000,1015520000.0000001
92321,Melinda Moua,923210000,1015531000.0000001
92322,Jesus Ramey,923220000,1015542000.0000001
92323,Sharonda Poorman,923230000,1015553000.0000001
92324,Ron Phillips,923240000,1015564000.0000001
92325,Breanna White,923250000,1015575000.0000001
92326,Gregory Novak,923260000,1015586000.0000001
92327,Kelley Garnett,923270000,1015597000.0000001
92328,Karen Centeno,923280000,1015608000.0000001
92329,Kendra Santos,923290000,1015619000.0000001
92330,Dale Gilstrap,923300000,1015630000.0000001
92331,William Lambert,923310000,1015641000.0000001
92332,Ben Nasworthy,923320000,1015652000.0000001
92333,Nichelle Barton,923330000,1015663000.0000001
92334,Steven Davis,923340000,1015674000.0000001
92335,Ronald Battaglia,923350000,1015685000.0000001
92336,Keith Kimble,923360000,1015696000.0000001
92337,Jessie Simon,923370000,1015707000.0000001
92338,Michael Martin,923380000,1015718000.0000001
92339,Cameron Smith,923390000,1015729000.0000001
92340,Jill Kizzee,923400000,1015740000.0000001
92341,Nichole Patterson,923410000,1015751000.0000001
92342,Olivia Patterson,923420000,1015762000.0000001
92343,Horace Mysliwiec,923430000,1015773000.0000001
92344,Herbert Robinson,923440000,1015784000.0000001
92345,Charlotte Kittinger,923450000,1015795000.0000001
92346,Tom Morris,923460000,1015806000.0000001
92347,Van Gilbert,923470000,1015817000.0000001
92348,Diane Ramirez,923480000,1015828000.0000001
92349,Cristopher Henderson,923490000,1015839000.0000001
92350,Wendy Gelinas,923500000,1015850000.0000001
92351,Jesus Hicks,923510000,1015861000.0000001
92352,James Stanley,923520000,1015872000.0000001
92353,Alice Hicks,923530000,1015883000.0000001
92354,David Chambers,923540000,1015894000.0000001
92355,Annette Brooks,923550000,1015905000.0000001
92356,Gloria King,923560000,1015916000.0000001
92357,Barry Taylor,923570000,1015927000.0000001
92358,Debra Ortega,923580000,1015938000.0000001
92359,Betty Hamilton,923590000,1015949000.0000001
92360,Maria Overton,923600000,1015960000.0000001
92361,Jonathan Davis,923610000,1015971000.0000001
92362,Wesley Rahmani,923620000,1015982000.0000001
92363,Tony Heaton,923630000,1015993000.0000001
92364,Ruth Powers,923640000,1016004000.0000001
92365,Robert Vanmeter,923650000,1016015000.0000001
92366,Carrie Jones,923660000,1016026000.0000001
92367,Michael Her,923670000,1016037000.0000001
92368,James Lloyd,923680000,1016048000.0000001
92369,Wayne Foree,923690000,1016059000.0000001
92370,Kenneth Schulman,923700000,1016070000.0000001
92371,Judith Ward,923710000,1016081000.0000001
92372,Tom Herrera,923720000,1016092000.0000001
92373,Stanley Williams,923730000,1016103000.0000001
92374,Ralph Gatlin,923740000,1016114000.0000001
92375,Donna Pillar,923750000,1016125000.0000001
92376,Louise Phillips,923760000,1016136000.0000001
92377,John Grieb,923770000,1016147000.0000001
92378,Richard Morris,923780000,1016158000.0000001
92379,Dorthy Ruggiero,923790000,1016169000.0000001
92380,Billie Smith,923800000,1016180000.0000001
92381,Dana Freund,923810000,1016191000.0000001
92382,Lucille Shipley,923820000,1016202000.0000001
92383,Carl Barclay,923830000,1016213000.0000001
92384,Sharon Farrell,923840000,1016224000.0000001
92385,Luis Jett,923850000,1016235000.0000001
92386,Clinton Yi,923860000,1016246000.0000001
92387,William Caldwell,923870000,1016257000.0000001
92388,Lynne Richardson,923880000,1016268000.0000001
92389,Beverly Viviani,923890000,1016279000.0000001
92390,Louise Denny,923900000,1016290000.0000001
92391,James Slater,923910000,1016301000.0000001
92392,Willie Harkins,923920000,1016312000.0000001
92393,James Konrad,923930000,1016323000.0000001
92394,Charles Aldrich,923940000,1016334000.0000001
92395,Patricia Mosby,923950000,1016345000.0000001
92396,Doris Peterson,923960000,1016356000.0000001
92397,Ernestine Robinson,923970000,1016367000.0000001
92398,Suzanne Hetzler,923980000,1016378000.0000001
92399,Roger Vangieson,923990000,1016389000.0000001
92400,Kelly Carter,924000000,1016400000.0000001
92401,Chrissy Guthrie,924010000,1016411000.0000001
92402,Deanna Crissman,924020000,1016422000.0000001
92403,Shirley Sellner,924030000,1016433000.0000001
92404,Jonathan Cruz,924040000,1016444000.0000001
92405,Katherine Peters,924050000,1016455000.0000001
92406,Flora Adger,924060000,1016466000.0000001
92407,Gary Drummond,924070000,1016477000.0000001
92408,Greta Haddock,924080000,1016488000.0000001
92409,Kristen Smith,924090000,1016499000.0000001
92410,Jasper Robinson,924100000,1016510000.0000001
92411,Connie Morgan,924110000,1016521000.0000001
92412,Rodney Anderson,924120000,1016532000.0000001
92413,Alvaro Anderson,924130000,1016543000.0000001
92414,John Collier,924140000,1016554000.0000001
92415,Robert Sandquist,924150000,1016565000.0000001
92416,Jennifer Smith,924160000,1016576000.0000001
92417,Wendy Louis,924170000,1016587000.0000001
92418,Delta Lowenstein,924180000,1016598000.0000001
92419,Michael Herman,924190000,1016609000.0000001
92420,John Cappello,924200000,1016620000.0000001
92421,Adrian Garth,924210000,1016631000.0000001
92422,James Shelton,924220000,1016642000.0000001
92423,William Dempster,924230000,1016653000.0000001
92424,Maria Dehn,924240000,1016664000.0000001
92425,Heidi Mahan,924250000,1016675000.0000001
92426,David Brenton,924260000,1016686000.0000001
92427,Anna Colston,924270000,1016697000.0000001
92428,David Satterwhite,924280000,1016708000.0000001
92429,Kathy Alcala,924290000,1016719000.0000001
92430,Jody Smith,924300000,1016730000.0000001
92431,Brandon Ellis,924310000,1016741000.0000001
92432,Brittany Sledge,924320000,1016752000.0000001
92433,Odessa Schoenberger,924330000,1016763000.0000001
92434,Edward Gill,924340000,1016774000.0000001
92435,John Christensen,924350000,1016785000.0000001
92436,Donald Lee,924360000,1016796000.0000001
92437,Bradley Damico,924370000,1016807000.0000001
92438,Daniel Lamberton,924380000,1016818000.0000001
92439,Nichole Whitaker,924390000,1016829000.0000001
92440,Heather Brown,924400000,1016840000.0000001
92441,Johnny Newport,924410000,1016851000.0000001
92442,Laurie Gillis,924420000,1016862000.0000001
92443,Juanita Ashby,924430000,1016873000.0000001
92444,Harold Echols,924440000,1016884000.0000001
92445,Mark Brown,924450000,1016895000.0000001
92446,Cleo Vansice,924460000,1016906000.0000001
92447,Kendra Newsome,924470000,1016917000.0000001
92448,Clara Winter,924480000,1016928000.0000001
92449,Kelly Norden,924490000,1016939000.0000001
92450,Eunice Williams,924500000,1016950000.0000001
92451,Robert Scott,924510000,1016961000.0000001
92452,Paula Stillwell,924520000,1016972000.0000001
92453,Harry Sotelo,924530000,1016983000.0000001
92454,Alan Harden,924540000,1016994000.0000001
92455,Betty Erling,924550000,1017005000.0000001
92456,Ruth Pestana,924560000,1017016000.0000001
92457,Gregory Miles,924570000,1017027000.0000001
92458,Mary Flagg,924580000,1017038000.0000001
92459,Mabel Patel,924590000,1017049000.0000001
92460,Edward Chockley,924600000,1017060000.0000001
92461,Charles Shuey,924610000,1017071000.0000001
92462,David Inda,924620000,1017082000.0000001
92463,Teresa Mackey,924630000,1017093000.0000001
92464,Freda Johnson,924640000,1017104000.0000001
92465,Kathryn Brown,924650000,1017115000.0000001
92466,Victoria Marsh,924660000,1017126000.0000001
92467,David Ogden,924670000,1017137000.0000001
92468,Donald Wilt,924680000,1017148000.0000001
92469,Kerry Affagato,924690000,1017159000.0000001
92470,Jan Wofford,924700000,1017170000.0000001
92471,Larry Lane,924710000,1017181000.0000001
92472,Leslie Redding,924720000,1017192000.0000001
92473,Morgan Calleja,924730000,1017203000.0000001
92474,Sharon Longhini,924740000,1017214000.0000001
92475,Mary Lawson,924750000,1017225000.0000001
92476,Beverley Forest,924760000,1017236000.0000001
92477,Carol Phelps,924770000,1017247000.0000001
92478,Joseph Stafford,924780000,1017258000.0000001
92479,Scott Delrio,924790000,1017269000.0000001
92480,Heather Walton,924800000,1017280000.0000001
92481,Douglas Dilday,924810000,1017291000.0000001
92482,Ronald Knight,924820000,1017302000.0000001
92483,Christopher Boyles,924830000,1017313000.0000001
92484,Soledad Hull,924840000,1017324000.0000001
92485,Timothy Lewis,924850000,1017335000.0000001
92486,James Gober,924860000,1017346000.0000001
92487,Norma Blanton,924870000,1017357000.0000001
92488,Wanda Ramos,924880000,1017368000.0000001
92489,Margaret Gallegos,924890000,1017379000.0000001
92490,Luisa Whitman,924900000,1017390000.0000001
92491,Margaret Petersen,924910000,1017401000.0000001
92492,Joseph Cole,924920000,1017412000.0000001
92493,Ronald Martens,924930000,1017423000.0000001
92494,John Williams,924940000,1017434000.0000001
92495,Jacob Adams,924950000,1017445000.0000001
92496,Brandon Walker,924960000,1017456000.0000001
92497,Randolph Kallenberg,924970000,1017467000.0000001
92498,Jordan Curtis,924980000,1017478000.0000001
92499,Bernice Pena,924990000,1017489000.0000001
92500,Timothy Yusuf,925000000,1017500000.0000001
92501,Lois Dixon,925010000,1017511000.0000001
92502,Brianna Pipkins,925020000,1017522000.0000001
92503,Darlene Gomez,925030000,1017533000.0000001
92504,Harold Owens,925040000,1017544000.0000001
92505,Jonathan Jacobs,925050000,1017555000.0000001
92506,Amy Kuster,925060000,1017566000.0000001
92507,Javier Atwood,925070000,1017577000.0000001
92508,Johnathon Egan,925080000,1017588000.0000001
92509,Willard Mends,925090000,1017599000.0000001
92510,Veronica Elliott,925100000,1017610000.0000001
92511,Wendell Sandahl,925110000,1017621000.0000001
92512,Gary Callaghan,925120000,1017632000.0000001
92513,Margaret Mcleod,925130000,1017643000.0000001
92514,Edmond Bodenhamer,925140000,1017654000.0000001
92515,Robert Jackson,925150000,1017665000.0000001
92516,Janet Iorio,925160000,1017676000.0000001
92517,David Clark,925170000,1017687000.0000001
92518,Louise Crabtree,925180000,1017698000.0000001
92519,Ruben Miller,925190000,1017709000.0000001
92520,Ethel Rohrbacher,925200000,1017720000.0000001
92521,Jose Roderick,925210000,1017731000.0000001
92522,Jennifer Pannell,925220000,1017742000.0000001
92523,Heather Lederman,925230000,1017753000.0000001
92524,Brooke Peoples,925240000,1017764000.0000001
92525,Beverly Cobb,925250000,1017775000.0000001
92526,Mark Patel,925260000,1017786000.0000001
92527,Lisa Strickland,925270000,1017797000.0000001
92528,Kristen Cruz,925280000,1017808000.0000001
92529,Christine Sexton,925290000,1017819000.0000001
92530,Nena Zhang,925300000,1017830000.0000001
92531,Marvin Audia,925310000,1017841000.0000001
92532,Susan Julca,925320000,1017852000.0000001
92533,Jeanne Castillo,925330000,1017863000.0000001
92534,Harry Andrews,925340000,1017874000.0000001
92535,Charles Meyer,925350000,1017885000.0000001
92536,Tiara Robinson,925360000,1017896000.0000001
92537,Jonathan Stevens,925370000,1017907000.0000001
92538,Kenneth Crawford,925380000,1017918000.0000001
92539,Donna Vansickle,925390000,1017929000.0000001
92540,Dianne Duby,925400000,1017940000.0000001
92541,Sterling Bjorseth,925410000,1017951000.0000001
92542,Brian Vargas,925420000,1017962000.0000001
92543,Gregory Klipfel,925430000,1017973000.0000001
92544,Jackie Moore,925440000,1017984000.0000001
92545,Charles Henson,925450000,1017995000.0000001
92546,Mark Balentine,925460000,1018006000.0000001
92547,Thomas Cochran,925470000,1018017000.0000001
92548,Felipe Ryan,925480000,1018028000.0000001
92549,Charles Engle,925490000,1018039000.0000001
92550,Leslie Martinez,925500000,1018050000.0000001
92551,Bernardina Comeau,925510000,1018061000.0000001
92552,Nancy Schwipps,925520000,1018072000.0000001
92553,Raymond Huff,925530000,1018083000.0000001
92554,Alba Utz,925540000,1018094000.0000001
92555,Glenda Giacchino,925550000,1018105000.0000001
92556,Nancy Volesky,925560000,1018116000.0000001
92557,Melissa Mccloud,925570000,1018127000.0000001
92558,Cheri Bunch,925580000,1018138000.0000001
92559,Arlene Duke,925590000,1018149000.0000001
92560,Clara Huey,925600000,1018160000.0000001
92561,Adam Grossman,925610000,1018171000.0000001
92562,Patricia Patterson,925620000,1018182000.0000001
92563,Christi Lindsey,925630000,1018193000.0000001
92564,Joe Thomas,925640000,1018204000.0000001
92565,Judy Otsuka,925650000,1018215000.0000001
92566,Frank Butler,925660000,1018226000.0000001
92567,Brian Spiker,925670000,1018237000.0000001
92568,Teresa White,925680000,1018248000.0000001
92569,Burl Johnson,925690000,1018259000.0000001
92570,Walter Ross,925700000,1018270000.0000001
92571,Juanita Myers,925710000,1018281000.0000001
92572,Jennifer Lee,925720000,1018292000.0000001
92573,Kevin Hazel,925730000,1018303000.0000001
92574,Oliver Kaminsky,925740000,1018314000.0000001
92575,Johnny Deemer,925750000,1018325000.0000001
92576,Michael Miller,925760000,1018336000.0000001
92577,Alex Willis,925770000,1018347000.0000001
92578,Barbara Phillips,925780000,1018358000.0000001
92579,Hattie Robinson,925790000,1018369000.0000001
92580,Linda Stjohn,925800000,1018380000.0000001
92581,Robert Bilbo,925810000,1018391000.0000001
92582,Consuelo Jones,925820000,1018402000.0000001
92583,Darren Zenker,925830000,1018413000.0000001
92584,Juan Williams,925840000,1018424000.0000001
92585,Gary Moore,925850000,1018435000.0000001
92586,Christie Tables,925860000,1018446000.0000001
92587,Cora Farrington,925870000,1018457000.0000001
92588,Barry Cook,925880000,1018468000.0000001
92589,Jack Kassner,925890000,1018479000.0000001
92590,Edwin Padovano,925900000,1018490000.0000001
92591,Percy Romaniak,925910000,1018501000.0000001
92592,Jessica Bushey,925920000,1018512000.0000001
92593,Raul Isreal,925930000,1018523000.0000001
92594,Lewis Monroe,925940000,1018534000.0000001
92595,Jacqueline Bryant,925950000,1018545000.0000001
92596,Everett Wilkins,925960000,1018556000.0000001
92597,Brandon Linton,925970000,1018567000.0000001
92598,Pamela Wear,925980000,1018578000.0000001
92599,Timothy Lopez,925990000,1018589000.0000001
92600,Kathleen Torres,926000000,1018600000.0000001
92601,Ryan Yamamoto,926010000,1018611000.0000001
92602,Leonardo Huhman,926020000,1018622000.0000001
92603,Jill Killingsworth,926030000,1018633000.0000001
92604,John Simpson,926040000,1018644000.0000001
92605,Margaret Dombrowski,926050000,1018655000.0000001
92606,Robert Moniz,926060000,1018666000.0000001
92607,John Hylan,926070000,1018677000.0000001
92608,Lisa Maynard,926080000,1018688000.0000001
92609,William Pfeffer,926090000,1018699000.0000001
92610,Amy Guerrero,926100000,1018710000.0000001
92611,Gerald Gruber,926110000,1018721000.0000001
92612,Nancy Smith,926120000,1018732000.0000001
92613,Frank Bueter,926130000,1018743000.0000001
92614,Christen Steele,926140000,1018754000.0000001
92615,Irene Jimenez,926150000,1018765000.0000001
92616,Mabel Brown,926160000,1018776000.0000001
92617,James Delamora,926170000,1018787000.0000001
92618,Deborah Simmons,926180000,1018798000.0000001
92619,Marla Williams,926190000,1018809000.0000001
92620,Hugo Ruiz,926200000,1018820000.0000001
92621,William Joyner,926210000,1018831000.0000001
92622,Shirley Adams,926220000,1018842000.0000001
92623,Loretta Hyman,926230000,1018853000.0000001
92624,Abraham Mccabe,926240000,1018864000.0000001
92625,Robert Gusman,926250000,1018875000.0000001
92626,Sara Gable,926260000,1018886000.0000001
92627,Alfred Mcgurr,926270000,1018897000.0000001
92628,Patrick Crutcher,926280000,1018908000.0000001
92629,Mary Contos,926290000,1018919000.0000001
92630,Samuel Butler,926300000,1018930000.0000001
92631,Rita Mccardle,926310000,1018941000.0000001
92632,Mary Martin,926320000,1018952000.0000001
92633,Gloria Riley,926330000,1018963000.0000001
92634,Margaret Priest,926340000,1018974000.0000001
92635,Tiffany Marien,926350000,1018985000.0000001
92636,Michael Putnam,926360000,1018996000.0000001
92637,Stephen Hatley,926370000,1019007000.0000001
92638,Drucilla Keane,926380000,1019018000.0000001
92639,William Smith,926390000,1019029000.0000001
92640,Ivan Gomez,926400000,1019040000.0000001
92641,Sharon Reilly,926410000,1019051000.0000001
92642,William Cummings,926420000,1019062000.0000001
92643,Juanita Atkins,926430000,1019073000.0000001
92644,Abby Darby,926440000,1019084000.0000001
92645,Joshua Brown,926450000,1019095000.0000001
92646,Anita Spicer,926460000,1019106000.0000001
92647,Mark Branson,926470000,1019117000.0000001
92648,Jason Colliver,926480000,1019128000.0000001
92649,Paulette Richard,926490000,1019139000.0000001
92650,Walter Freeland,926500000,1019150000.0000001
92651,Susan Wiggin,926510000,1019161000.0000001
92652,Juanita Cross,926520000,1019172000.0000001
92653,James Johnson,926530000,1019183000.0000001
92654,Mildred Olmeda,926540000,1019194000.0000001
92655,Jose Dailey,926550000,1019205000.0000001
92656,Roxanna Elliott,926560000,1019216000.0000001
92657,Flossie Hicks,926570000,1019227000.0000001
92658,Daniel Murray,926580000,1019238000.0000001
92659,Alexandra Diss,926590000,1019249000.0000001
92660,Clifton Walden,926600000,1019260000.0000001
92661,Kathy Johnson,926610000,1019271000.0000001
92662,Leon Dougherty,926620000,1019282000.0000001
92663,Colin Fair,926630000,1019293000.0000001
92664,Scarlet Moyer,926640000,1019304000.0000001
92665,Ralph Sarmiento,926650000,1019315000.0000001
92666,Patrick Putnam,926660000,1019326000.0000001
92667,Rosella Boyd,926670000,1019337000.0000001
92668,Joel Gray,926680000,1019348000.0000001
92669,Richard Johnson,926690000,1019359000.0000001
92670,Jane Walker,926700000,1019370000.0000001
92671,Gloria Chard,926710000,1019381000.0000001
92672,Jill Totten,926720000,1019392000.0000001
92673,Sara Kleinknecht,926730000,1019403000.0000001
92674,Nicolas Forbes,926740000,1019414000.0000001
92675,Ariana Gonzales,926750000,1019425000.0000001
92676,Troy Greene,926760000,1019436000.0000001
92677,Debra Delacruz,926770000,1019447000.0000001
92678,David Barrows,926780000,1019458000.0000001
92679,Judy Penttila,926790000,1019469000.0000001
92680,Charles Faucher,926800000,1019480000.0000001
92681,Wendy Sellers,926810000,1019491000.0000001
92682,James Beuth,926820000,1019502000.0000001
92683,Darleen Koss,926830000,1019513000.0000001
92684,Elaine Arteaga,926840000,1019524000.0000001
92685,Stephanie Raebel,926850000,1019535000.0000001
92686,Leslie Omalley,926860000,1019546000.0000001
92687,Eboni Toney,926870000,1019557000.0000001
92688,Craig Shine,926880000,1019568000.0000001
92689,Harvey Propst,926890000,1019579000.0000001
92690,Laverna Milligan,926900000,1019590000.0000001
92691,Andrew Little,926910000,1019601000.0000001
92692,Allen Wilks,926920000,1019612000.0000001
92693,Holly Farley,926930000,1019623000.0000001
92694,Frank Stevenson,926940000,1019634000.0000001
92695,Olga Baker,926950000,1019645000.0000001
92696,Tom Slavin,926960000,1019656000.0000001
92697,Dalia Hennessy,926970000,1019667000.0000001
92698,Jean Obrien,926980000,1019678000.0000001
92699,Patrick Brown,926990000,1019689000.0000001
92700,Isaac Haggerty,927000000,1019700000.0000001
92701,Mae Foster,927010000,1019711000.0000001
92702,Jacqueline Nero,927020000,1019722000.0000001
92703,Dennis Reddy,927030000,1019733000.0000001
92704,Mary Davis,927040000,1019744000.0000001
92705,Kristin Whitfield,927050000,1019755000.0000001
